,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0.7598349052544474,0.8092449192523258,0.8417250390799814,0.8542821951793164,0.8663496987040123,0.7919775179028804,0.8259064519639482,0.796997747280357,0.7733324112477201,0.9693338838156379,0.7437123050145974,0.8143385349940491,1.2412893976077497,0.9735174194102686,0.8529217590078457,0.8539740962134433,0.7032359357384994,0.8271571661592813,0.6661925048261508,0.8386554876595265,0.6662486507114108,0.5770581014331545
1,0.7573665811301503,0.8055860917345534,0.8361922239168783,0.8454812468021666,0.8480526516795152,0.7863401688573765,0.8284234361713082,0.8045635834256276,0.7748245956740046,1.0121683015601313,0.750504063547446,0.8154366664700123,1.2862038702172645,1.0131906196107592,0.8527376705436396,0.8462424311159147,0.700117234583732,0.8155886223087294,0.6898545207987901,0.8435169688800784,0.7420518565371723,0.5782738161626148
2,0.8048077134793308,0.8272235531839837,0.8546075061934005,0.9081397442490947,0.9243000091674156,0.8385874462603838,0.866701189266591,0.85256903626341,0.8465601983044736,0.9610555639054456,0.7246424724763871,0.849162525258386,1.2167428338424688,0.9442003003950631,0.854716071750254,0.9005792230818076,0.6295766570482881,0.8784518147857975,0.6827377056438918,0.8623306481936739,0.721974266465067,0.5789161529686879
3,0.7887398283964726,0.8241079870803105,0.8479742686898332,0.8963307429037236,0.9182611363277934,0.8259558642883066,0.8484321691952404,0.8527172267579695,0.8446479021224885,0.9784641039047144,0.7456465231805909,0.8382973525528262,1.2752823369309505,0.9985098288646566,0.8707790153406773,0.8822993140935145,0.7203313520794915,0.8637430996784389,0.6859348935456118,0.857072778258954,0.7579091563124707,0.5799958103721355
4,0.7794088670493023,0.8081354831173555,0.8474022008397284,0.8928078618019046,0.8976041982995341,0.808432041707511,0.8339806316693491,0.8426101777164218,0.8181825381727612,0.971815781709253,0.7340708462781439,0.8407515292294481,1.2318983132526096,0.9593517820346473,0.8455279701080439,0.8662588323804755,0.6504209028476164,0.8380475971063994,0.7006253908600122,0.8516416515472885,0.7914659594751254,0.5722643100254267
5,0.7822062505371917,0.8154773844085257,0.8542851075101848,0.9010723928624504,0.9013254115321124,0.82159418236774,0.8468776744968817,0.851924278803114,0.825770492453513,0.9551269918570289,0.7208674154762466,0.851849613945413,1.2448001775365487,0.9818982008876866,0.8437448183700502,0.8777975095927797,0.6502670268827997,0.8488608035746147,0.7821102777383901,0.8556484147500582,0.7977121149303682,0.5843705442249659
6,0.7934628161451277,0.8241552292722524,0.8588081271480028,0.9109288252591292,0.9060564287161691,0.8324250483192266,0.8562255680071056,0.859001080185281,0.8359580228097974,0.9506080435100112,0.7338372650927425,0.8543152889777286,1.2041678173672818,0.9812780273690963,0.858306822450035,0.8889743554522197,0.6733175529942886,0.864999718482059,0.7610285780777543,0.8585140863226887,0.782345180907369,0.5909951209877712
7,0.7785140665528324,0.8131877680011022,0.8533393163030978,0.8944257505885401,0.8918925349502576,0.8173869663969381,0.8457600956514217,0.8520998350777869,0.8244168092715414,0.9936658509677555,0.7393997956200578,0.8473701842689969,1.2317358380441437,1.0038896374750548,0.8668138349346426,0.8729736943435777,0.6693565488179527,0.8474863861598214,0.7816334476084006,0.8554650527853473,0.8589950419115713,0.5855806609923413
8,0.8042805617090601,0.8201976499752163,0.8606384896535508,0.9274590328498804,0.9247308083981084,0.846376906876314,0.8688380669235981,0.8755929555608254,0.8540141348502077,0.9616793853924515,0.727259873494077,0.8619296071910134,1.2042838235060271,0.9719583353227238,0.8616654538155211,0.893976050797575,0.6269185525506257,0.8805329670633473,0.785805312620905,0.8580302410478771,0.8412974083465828,0.5842835262371667
9,0.789866672419278,0.8244444065956479,0.8507979633137355,0.9047106500465374,0.9106661844239673,0.8330347362742252,0.8615190877601476,0.8694291915790751,0.8437763558685586,0.976838111140069,0.7344197696268016,0.8530604314443132,1.212897572866285,1.0126313794188473,0.8684480790426623,0.8791025512838334,0.6928494565363608,0.8660143919406473,0.8152615351129918,0.8496147777040303,0.7978852193024668,0.5874806268016528
